Indicator,Geographic Area,Geographic Identifier,Race,Sex,Age,Time Period,n (Unweighted),Estimate % (weighted),2.5%,97.5%
Neither past infection nor vaccination,West,4,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,12,2.58,0.9,7.18
Neither past infection nor vaccination,West,4,Non-Hispanic White,Overall,Overall,2022 Quarter 1,2200,8.63,8.08,9.21
Neither past infection nor vaccination,West,4,Other,Overall,Overall,2022 Quarter 1,47,9.26,5.17,16.04
Indeterminate,Northeast,1,Overall,Overall,Overall,2022 Quarter 1,9,0.14,0.06,0.35
Indeterminate,Midwest,2,Overall,Overall,Overall,2022 Quarter 1,28,0.14,0.08,0.26
Indeterminate,South,3,Overall,Overall,Overall,2022 Quarter 1,14,0.08,0.03,0.19
Indeterminate,West,4,Overall,Overall,Overall,2022 Quarter 1,17,0.08,0.04,0.18
Indeterminate,Northeast,1,Overall,Female,Overall,2022 Quarter 1,5,0.21,0.06,0.65
Indeterminate,Northeast,1,Overall,Male,Overall,2022 Quarter 1,4,0.07,0.03,0.21
Indeterminate,Midwest,2,Overall,Female,Overall,2022 Quarter 1,12,0.15,0.06,0.41
Indeterminate,Midwest,2,Overall,Male,Overall,2022 Quarter 1,16,0.13,0.07,0.23
Indeterminate,South,3,Overall,Female,Overall,2022 Quarter 1,8,0.14,0.05,0.38
Indeterminate,South,3,Overall,Male,Overall,2022 Quarter 1,6,0.02,0.01,0.05
Indeterminate,West,4,Overall,Female,Overall,2022 Quarter 1,6,0.08,0.03,0.25
Indeterminate,West,4,Overall,Male,Overall,2022 Quarter 1,11,0.09,0.04,0.22
Indeterminate,Northeast,1,Overall,Overall,16 to 29,2022 Quarter 1,0,0,,
Indeterminate,Northeast,1,Overall,Overall,30 to 49,2022 Quarter 1,4,0.31,0.1,0.93
Indeterminate,Northeast,1,Overall,Overall,50 to 64,2022 Quarter 1,1,0.01,0,0.04
Indeterminate,Northeast,1,Overall,Overall,65 and over,2022 Quarter 1,4,0.13,0.05,0.34
Indeterminate,Midwest,2,Overall,Overall,16 to 29,2022 Quarter 1,1,0.18,0.03,1.03
Indeterminate,Midwest,2,Overall,Overall,30 to 49,2022 Quarter 1,3,0.01,0,0.04
Indeterminate,Midwest,2,Overall,Overall,50 to 64,2022 Quarter 1,11,0.21,0.07,0.58
Indeterminate,Midwest,2,Overall,Overall,65 and over,2022 Quarter 1,13,0.25,0.13,0.5
Indeterminate,South,3,Overall,Overall,16 to 29,2022 Quarter 1,0,0,,
Indeterminate,South,3,Overall,Overall,30 to 49,2022 Quarter 1,7,0.18,0.06,0.5
Indeterminate,South,3,Overall,Overall,50 to 64,2022 Quarter 1,4,0.04,0.01,0.13
Indeterminate,South,3,Overall,Overall,65 and over,2022 Quarter 1,3,0.04,0.01,0.13
Indeterminate,West,4,Overall,Overall,16 to 29,2022 Quarter 1,2,0.03,0.01,0.1
Indeterminate,West,4,Overall,Overall,30 to 49,2022 Quarter 1,2,0.01,0,0.05
Indeterminate,West,4,Overall,Overall,50 to 64,2022 Quarter 1,7,0.16,0.05,0.46
Indeterminate,West,4,Overall,Overall,65 and over,2022 Quarter 1,6,0.2,0.06,0.65
Indeterminate,Northeast,1,Hispanic,Overall,Overall,2022 Quarter 1,1,0.27,0.05,1.59
Indeterminate,Northeast,1,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Indeterminate,Northeast,1,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,0,,
Indeterminate,Northeast,1,Non-Hispanic White,Overall,Overall,2022 Quarter 1,8,0.16,0.06,0.43
Indeterminate,Northeast,1,Other,Overall,Overall,2022 Quarter 1,0,0,,
Indeterminate,Midwest,2,Hispanic,Overall,Overall,2022 Quarter 1,1,0.28,0.05,1.63
Indeterminate,Midwest,2,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Indeterminate,Midwest,2,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,0,,
Indeterminate,Midwest,2,Non-Hispanic White,Overall,Overall,2022 Quarter 1,27,0.14,0.08,0.27
Indeterminate,Midwest,2,Other,Overall,Overall,2022 Quarter 1,0,0,,
Indeterminate,South,3,Hispanic,Overall,Overall,2022 Quarter 1,0,0,,
Indeterminate,South,3,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Indeterminate,South,3,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,1,0.17,0.03,1.01
Indeterminate,South,3,Non-Hispanic White,Overall,Overall,2022 Quarter 1,13,0.09,0.04,0.22
Indeterminate,South,3,Other,Overall,Overall,2022 Quarter 1,0,0,,
Indeterminate,West,4,Hispanic,Overall,Overall,2022 Quarter 1,2,0.15,0.04,0.55
Indeterminate,West,4,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,2,0.1,0.02,0.41
Indeterminate,West,4,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,0,,
Indeterminate,West,4,Non-Hispanic White,Overall,Overall,2022 Quarter 1,12,0.06,0.03,0.11
Indeterminate,West,4,Other,Overall,Overall,2022 Quarter 1,1,0.04,0.01,0.24
Combined seroprevalence,Northeast,1,Overall,Overall,Overall,2022 Quarter 1,8361,92.94,91.05,94.45
Combined seroprevalence,Midwest,2,Overall,Overall,Overall,2022 Quarter 1,18726,93.04,91.85,94.07
Combined seroprevalence,South,3,Overall,Overall,Overall,2022 Quarter 1,12965,90.99,83.2,95.37
Combined seroprevalence,West,4,Overall,Overall,Overall,2022 Quarter 1,30886,92.9,92.31,93.45
Combined seroprevalence,Northeast,1,Overall,Female,Overall,2022 Quarter 1,4357,93.32,90.81,95.18
Combined seroprevalence,Northeast,1,Overall,Male,Overall,2022 Quarter 1,4004,92.53,89.14,94.92
Combined seroprevalence,Midwest,2,Overall,Female,Overall,2022 Quarter 1,9974,93.16,91.43,94.56
Combined seroprevalence,Midwest,2,Overall,Male,Overall,2022 Quarter 1,8752,92.91,91.3,94.25
Combined seroprevalence,South,3,Overall,Female,Overall,2022 Quarter 1,5949,87.82,72.22,95.24
Combined seroprevalence,South,3,Overall,Male,Overall,2022 Quarter 1,7016,94.15,92.71,95.32
Combined seroprevalence,West,4,Overall,Female,Overall,2022 Quarter 1,14790,93.46,92.59,94.22
Combined seroprevalence,West,4,Overall,Male,Overall,2022 Quarter 1,16096,92.34,91.43,93.16
Combined seroprevalence,Northeast,1,Overall,Overall,16 to 29,2022 Quarter 1,246,94.23,89.07,97.03
Combined seroprevalence,Northeast,1,Overall,Overall,30 to 49,2022 Quarter 1,1493,91.03,87.15,93.82
Combined seroprevalence,Northeast,1,Overall,Overall,50 to 64,2022 Quarter 1,3558,93.63,90.06,95.98
Combined seroprevalence,Northeast,1,Overall,Overall,65 and over,2022 Quarter 1,3064,94.48,89.84,97.07
Combined seroprevalence,Midwest,2,Overall,Overall,16 to 29,2022 Quarter 1,722,93,88.9,95.66
Combined seroprevalence,Midwest,2,Overall,Overall,30 to 49,2022 Quarter 1,4120,92.67,90.32,94.48
Combined seroprevalence,Midwest,2,Overall,Overall,50 to 64,2022 Quarter 1,7405,92.3,90.22,93.97
Combined seroprevalence,Midwest,2,Overall,Overall,65 and over,2022 Quarter 1,6479,94.65,93.7,95.47
Combined seroprevalence,South,3,Overall,Overall,16 to 29,2022 Quarter 1,532,93.75,89.01,96.53
Combined seroprevalence,South,3,Overall,Overall,30 to 49,2022 Quarter 1,2986,93.82,91.99,95.26
Combined seroprevalence,South,3,Overall,Overall,50 to 64,2022 Quarter 1,5210,93.66,91.72,95.17
Combined seroprevalence,South,3,Overall,Overall,65 and over,2022 Quarter 1,4237,79.77,44.92,95.02
Combined seroprevalence,West,4,Overall,Overall,16 to 29,2022 Quarter 1,2189,94.22,92.36,95.65
Combined seroprevalence,West,4,Overall,Overall,30 to 49,2022 Quarter 1,7950,93.48,92.43,94.39
Combined seroprevalence,West,4,Overall,Overall,50 to 64,2022 Quarter 1,11533,91.33,90.22,92.31
Combined seroprevalence,West,4,Overall,Overall,65 and over,2022 Quarter 1,9214,92.37,91.17,93.41
Combined seroprevalence,Northeast,1,Hispanic,Overall,Overall,2022 Quarter 1,114,93.56,81.39,97.97
Combined seroprevalence,Northeast,1,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,73,100,95,100
Combined seroprevalence,Northeast,1,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,63,90.89,70.85,97.62
Combined seroprevalence,Northeast,1,Non-Hispanic White,Overall,Overall,2022 Quarter 1,8057,91.86,90.26,93.22
Combined seroprevalence,Northeast,1,Other,Overall,Overall,2022 Quarter 1,54,99.66,97.94,99.94
Combined seroprevalence,Midwest,2,Hispanic,Overall,Overall,2022 Quarter 1,218,95.97,91.36,98.17
Combined seroprevalence,Midwest,2,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,91,93.35,81.92,97.75
Combined seroprevalence,Midwest,2,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,88,96.15,87.36,98.9
Combined seroprevalence,Midwest,2,Non-Hispanic White,Overall,Overall,2022 Quarter 1,18234,92.54,91.42,93.52
Combined seroprevalence,Midwest,2,Other,Overall,Overall,2022 Quarter 1,95,90.99,69.09,97.85
Combined seroprevalence,South,3,Hispanic,Overall,Overall,2022 Quarter 1,997,94.79,91.84,96.7
Combined seroprevalence,South,3,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,142,92.05,84.03,96.23
Combined seroprevalence,South,3,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,476,96.5,92.59,98.38
Combined seroprevalence,South,3,Non-Hispanic White,Overall,Overall,2022 Quarter 1,11231,89.71,77.86,95.58
Combined seroprevalence,South,3,Other,Overall,Overall,2022 Quarter 1,119,82.31,68.43,90.9
Combined seroprevalence,West,4,Hispanic,Overall,Overall,2022 Quarter 1,3911,94.34,92.7,95.64
Combined seroprevalence,West,4,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,1506,96.48,94.22,97.88
Combined seroprevalence,West,4,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,396,97.42,92.82,99.1
Combined seroprevalence,West,4,Non-Hispanic White,Overall,Overall,2022 Quarter 1,24262,91.31,90.73,91.86
Combined seroprevalence,West,4,Other,Overall,Overall,2022 Quarter 1,811,90.7,83.94,94.79
Overall,Alabama,01,Overall,Overall,Overall,2022 Quarter 1,314,100,,
Overall,Arkansas,05,Overall,Overall,Overall,2022 Quarter 1,94,100,,
Overall,Arizona,04,Overall,Overall,Overall,2022 Quarter 1,5361,100,,
Overall,California,06,Overall,Overall,Overall,2022 Quarter 1,10958,100,,
Overall,Colorado,08,Overall,Overall,Overall,2022 Quarter 1,5054,100,,
Overall,Connecticut,09,Overall,Overall,Overall,2022 Quarter 1,1316,100,,
Overall,District of Columbia,11,Overall,Overall,Overall,2022 Quarter 1,69,100,,
Overall,Delaware,10,Overall,Overall,Overall,2022 Quarter 1,11,100,,
Overall,Florida,12,Overall,Overall,Overall,2022 Quarter 1,12,100,,
Overall,Georgia,13,Overall,Overall,Overall,2022 Quarter 1,1800,100,,
Overall,Iowa,19,Overall,Overall,Overall,2022 Quarter 1,345,100,,
Overall,Idaho,16,Overall,Overall,Overall,2022 Quarter 1,1211,100,,
Overall,Illinois,17,Overall,Overall,Overall,2022 Quarter 1,1279,100,,
Overall,Indiana,18,Overall,Overall,Overall,2022 Quarter 1,1294,100,,
Overall,Kansas,20,Overall,Overall,Overall,2022 Quarter 1,1336,100,,
Overall,Kentucky,21,Overall,Overall,Overall,2022 Quarter 1,632,100,,
Overall,Louisiana,22,Overall,Overall,Overall,2022 Quarter 1,575,100,,
Overall,Massachusetts,25,Overall,Overall,Overall,2022 Quarter 1,1281,100,,
Overall,Maryland,24,Overall,Overall,Overall,2022 Quarter 1,975,100,,
Overall,Maine,23,Overall,Overall,Overall,2022 Quarter 1,504,100,,
Overall,Michigan,26,Overall,Overall,Overall,2022 Quarter 1,2236,100,,
Overall,Minnesota,27,Overall,Overall,Overall,2022 Quarter 1,2635,100,,
Overall,Missouri,29,Overall,Overall,Overall,2022 Quarter 1,1271,100,,
Overall,Mississippi,28,Overall,Overall,Overall,2022 Quarter 1,552,100,,
Overall,Montana,30,Overall,Overall,Overall,2022 Quarter 1,1203,100,,
Overall,North Carolina,37,Overall,Overall,Overall,2022 Quarter 1,2446,100,,
Overall,North Dakota,38,Overall,Overall,Overall,2022 Quarter 1,1265,100,,
Overall,Nebraska,31,Overall,Overall,Overall,2022 Quarter 1,1428,100,,
Overall,New Hampshire,33,Overall,Overall,Overall,2022 Quarter 1,604,100,,
Overall,New Jersey,34,Overall,Overall,Overall,2022 Quarter 1,627,100,,
Overall,New Mexico,35,Overall,Overall,Overall,2022 Quarter 1,2152,100,,
Overall,Nevada,32,Overall,Overall,Overall,2022 Quarter 1,2490,100,,
Overall,New York,36,Overall,Overall,Overall,2022 Quarter 1,2437,100,,
Overall,Ohio,39,Overall,Overall,Overall,2022 Quarter 1,3544,100,,
Overall,Oklahoma,40,Overall,Overall,Overall,2022 Quarter 1,277,100,,
Overall,Oregon,41,Overall,Overall,Overall,2022 Quarter 1,1456,100,,
Overall,Pennsylvania,42,Overall,Overall,Overall,2022 Quarter 1,1754,100,,
Overall,South Carolina,45,Overall,Overall,Overall,2022 Quarter 1,838,100,,
Overall,South Dakota,46,Overall,Overall,Overall,2022 Quarter 1,915,100,,
Overall,Tennessee,47,Overall,Overall,Overall,2022 Quarter 1,1148,100,,
Overall,Texas,48,Overall,Overall,Overall,2022 Quarter 1,2011,100,,
Overall,Utah,49,Overall,Overall,Overall,2022 Quarter 1,1277,100,,
Overall,Virginia,51,Overall,Overall,Overall,2022 Quarter 1,1839,100,,
Overall,Vermont,50,Overall,Overall,Overall,2022 Quarter 1,238,100,,
Overall,Washington,53,Overall,Overall,Overall,2022 Quarter 1,1606,100,,
Overall,Wisconsin,55,Overall,Overall,Overall,2022 Quarter 1,2153,100,,
Overall,West Virginia,54,Overall,Overall,Overall,2022 Quarter 1,244,100,,
Overall,Wyoming,56,Overall,Overall,Overall,2022 Quarter 1,620,100,,
Past infection with or without vaccination,Alabama,01,Overall,Overall,Overall,2022 Quarter 1,181,59.26,50.03,67.88
Past infection with or without vaccination,Arkansas,05,Overall,Overall,Overall,2022 Quarter 1,52,50.49,34.26,66.62
Past infection with or without vaccination,Arizona,04,Overall,Overall,Overall,2022 Quarter 1,2722,55.92,54.02,57.79
Past infection with or without vaccination,California,06,Overall,Overall,Overall,2022 Quarter 1,3524,39.57,38.11,41.06
Past infection with or without vaccination,Colorado,08,Overall,Overall,Overall,2022 Quarter 1,2229,48.55,46.63,50.47
Past infection with or without vaccination,Connecticut,09,Overall,Overall,Overall,2022 Quarter 1,463,40.38,34.79,46.23
Past infection with or without vaccination,District of Columbia,11,Overall,Overall,Overall,2022 Quarter 1,17,25.41,14.59,40.47
Past infection with or without vaccination,Delaware,10,Overall,Overall,Overall,2022 Quarter 1,2,26.19,6.33,65.07
Past infection with or without vaccination,Florida,12,Overall,Overall,Overall,2022 Quarter 1,5,42.71,16.75,73.41
Past infection with or without vaccination,Georgia,13,Overall,Overall,Overall,2022 Quarter 1,931,56.87,51.05,62.51
Past infection with or without vaccination,Iowa,19,Overall,Overall,Overall,2022 Quarter 1,219,69.38,60.18,77.25
Past infection with or without vaccination,Idaho,16,Overall,Overall,Overall,2022 Quarter 1,674,57.25,52.13,62.23
Past infection with or without vaccination,Illinois,17,Overall,Overall,Overall,2022 Quarter 1,708,53.77,47.4,60.01
Past infection with or without vaccination,Indiana,18,Overall,Overall,Overall,2022 Quarter 1,773,62.65,56.79,68.16
Past infection with or without vaccination,Kansas,20,Overall,Overall,Overall,2022 Quarter 1,827,65.78,61.43,69.89
Past infection with or without vaccination,Kentucky,21,Overall,Overall,Overall,2022 Quarter 1,337,52.8,44.95,60.52
Past infection with or without vaccination,Louisiana,22,Overall,Overall,Overall,2022 Quarter 1,345,59.14,51.98,65.93
Past infection with or without vaccination,Massachusetts,25,Overall,Overall,Overall,2022 Quarter 1,410,34.62,30.53,38.95
Past infection with or without vaccination,Maryland,24,Overall,Overall,Overall,2022 Quarter 1,334,37.12,31.17,43.5
Past infection with or without vaccination,Maine,23,Overall,Overall,Overall,2022 Quarter 1,133,29.6,23.68,36.3
Past infection with or without vaccination,Michigan,26,Overall,Overall,Overall,2022 Quarter 1,1002,49.85,45.4,54.29
Past infection with or without vaccination,Minnesota,27,Overall,Overall,Overall,2022 Quarter 1,1262,50.84,47.34,54.34
Past infection with or without vaccination,Missouri,29,Overall,Overall,Overall,2022 Quarter 1,718,51.86,46.51,57.16
Past infection with or without vaccination,Mississippi,28,Overall,Overall,Overall,2022 Quarter 1,345,63.81,54.96,71.81
Past infection with or without vaccination,Montana,30,Overall,Overall,Overall,2022 Quarter 1,700,58.41,53.99,62.7
Past infection with or without vaccination,North Carolina,37,Overall,Overall,Overall,2022 Quarter 1,917,43.08,38.53,47.76
Past infection with or without vaccination,North Dakota,38,Overall,Overall,Overall,2022 Quarter 1,777,65.47,61.65,69.11
Past infection with or without vaccination,Nebraska,31,Overall,Overall,Overall,2022 Quarter 1,916,59.03,52.64,65.13
Past infection with or without vaccination,New Hampshire,33,Overall,Overall,Overall,2022 Quarter 1,197,40.95,34.13,48.14
Past infection with or without vaccination,New Jersey,34,Overall,Overall,Overall,2022 Quarter 1,309,52.35,42.89,61.63
Past infection with or without vaccination,New Mexico,35,Overall,Overall,Overall,2022 Quarter 1,838,43.5,41.12,45.9
Past infection with or without vaccination,Nevada,32,Overall,Overall,Overall,2022 Quarter 1,1338,58.41,55.5,61.26
Past infection with or without vaccination,New York,36,Overall,Overall,Overall,2022 Quarter 1,829,36.93,31.29,42.95
Past infection with or without vaccination,Ohio,39,Overall,Overall,Overall,2022 Quarter 1,1878,55.36,52.22,58.47
Past infection with or without vaccination,Oklahoma,40,Overall,Overall,Overall,2022 Quarter 1,151,55.73,42.71,68
Past infection with or without vaccination,Oregon,41,Overall,Overall,Overall,2022 Quarter 1,387,34.39,30.12,38.92
Past infection with or without vaccination,Pennsylvania,42,Overall,Overall,Overall,2022 Quarter 1,811,50.19,45.61,54.76
Past infection with or without vaccination,South Carolina,45,Overall,Overall,Overall,2022 Quarter 1,384,50.61,44.2,57.01
Past infection with or without vaccination,South Dakota,46,Overall,Overall,Overall,2022 Quarter 1,600,70.15,65.97,74.02
Past infection with or without vaccination,Tennessee,47,Overall,Overall,Overall,2022 Quarter 1,605,53.81,49.03,58.51
Past infection with or without vaccination,Texas,48,Overall,Overall,Overall,2022 Quarter 1,1173,60.35,57.51,63.12
Past infection with or without vaccination,Utah,49,Overall,Overall,Overall,2022 Quarter 1,678,55.8,50.04,61.4
Past infection with or without vaccination,Virginia,51,Overall,Overall,Overall,2022 Quarter 1,686,41.54,36.87,46.38
Past infection with or without vaccination,Vermont,50,Overall,Overall,Overall,2022 Quarter 1,57,25.74,17.72,35.82
Past infection with or without vaccination,Washington,53,Overall,Overall,Overall,2022 Quarter 1,667,44.36,39.76,49.06
Past infection with or without vaccination,Wisconsin,55,Overall,Overall,Overall,2022 Quarter 1,1046,47.74,43.09,52.44
Past infection with or without vaccination,West Virginia,54,Overall,Overall,Overall,2022 Quarter 1,110,44.41,35.12,54.12
Past infection with or without vaccination,Wyoming,56,Overall,Overall,Overall,2022 Quarter 1,349,61.15,56.07,66.01
Presumed vaccination without infection,Alabama,01,Overall,Overall,Overall,2022 Quarter 1,114,32.09,24.36,40.94
Presumed vaccination without infection,Arkansas,05,Overall,Overall,Overall,2022 Quarter 1,33,27.15,15.86,42.42
Presumed vaccination without infection,Arizona,04,Overall,Overall,Overall,2022 Quarter 1,2118,35.95,34.11,37.82
Presumed vaccination without infection,California,06,Overall,Overall,Overall,2022 Quarter 1,6711,53.91,52.3,55.51
Presumed vaccination without infection,Colorado,08,Overall,Overall,Overall,2022 Quarter 1,2486,45.72,43.88,47.57
